"full_name","name","e","a","ma","i","w","diameter","om","per_y","neo","pha","spkid","pdes"
"217628 Lugh (1990 HA)",Lugh,0.7115,2.527,160.51,4.44,316.15,1.4,177.75,4.02,Y,Y,20217628,217628
"220839 (2004 VA)",,0.5949,1.901,180.72,3.69,43.48,,109.45,2.62,Y,Y,20220839,220839
"221455 (2006 BC10)",,0.6577,2.017,142.51,0.92,234.30,,21.04,2.87,Y,Y,20221455,221455
"221980 (1996 EO)",,0.4008,1.342,213.52,21.59,64.69,0.432,356.46,1.55,Y,Y,20221980,221980
"226514 (2003 UX34)",,0.6159,1.095,241.15,2.56,218.58,,4.30,1.15,Y,Y,20226514,226514
"226554 (2003 WR21)",,0.2615,1.118,123.09,9.27,108.11,0.482,85.76,1.18,Y,Y,20226554,226554
"228368 (2000 WK10)",,0.7020,1.479,150.90,14.73,244.51,,57.93,1.8,Y,Y,20228368,228368
"230549 (2003 BH)",,0.3561,1.457,158.58,13.11,313.41,0.217,119.76,1.76,Y,Y,20230549,230549
"231937 (2001 FO32)",,0.8258,1.699,202.09,39.01,123.36,0.55,181.71,2.21,Y,Y,20231937,231937
"232691 (2004 AR1)",,0.4695,1.576,206.69,9.08,50.31,,336.51,1.98,Y,Y,20232691,232691
"235756 (2004 VC)",,0.2589,1.133,257.83,39.15,94.18,1.136,194.16,1.21,Y,Y,20235756,235756
"242450 (2004 QY2)",,0.4772,1.084,234.73,37.03,104.98,2.914,295.27,1.13,Y,Y,20242450,242450
"242643 (2005 NZ6)",,0.8652,1.833,237.52,8.41,48.96,1.989,38.79,2.48,Y,Y,20242643,242643
"242708 (2005 UK1)",,0.6953,2.501,238.37,0.79,345.94,,180.30,3.95,Y,Y,20242708,242708
"243566 (1995 SA)",,0.6420,2.463,255.75,19.58,54.30,0.881,169.02,3.87,Y,Y,20243566,243566
"244977 (2004 BE68)",,0.4446,1.761,343.49,15.74,191.28,0.495,210.88,2.34,Y,Y,20244977,244977
"247360 (2001 XU)",,0.8366,2.573,181.52,19.07,286.06,,260.98,4.13,Y,Y,20247360,247360
"250620 (2005 GE59)",,0.6025,2.109,196.79,16.08,243.02,0.654,194.74,3.06,Y,Y,20250620,250620
"250706 (2005 RR6)",,0.7011,2.957,258.29,6.93,59.96,0.535,27.27,5.09,Y,Y,20250706,250706
"251346 (2007 SJ)",,0.5332,2.015,271.06,8.18,175.25,,306.76,2.86,Y,Y,20251346,251346
"251722 (1997 US2)",,0.6608,1.675,115.60,3.17,100.33,,65.89,2.17,Y,Y,20251722,251722
"253841 (2003 YG118)",,0.6461,2.28,330.41,8.03,233.54,,347.42,3.44,Y,Y,20253841,253841
"255071 (2005 UH6)",,0.6325,1.001,53.56,2.64,200.25,,19.29,1,Y,Y,20255071,255071
"260141 (2004 QT24)",,0.2519,1.133,130.60,17.75,76.64,,36.10,1.21,Y,Y,20260141,260141
"263976 (2009 KD5)",,0.2615,1.046,26.87,13.47,294.37,0.785,104.49,1.07,Y,Y,20263976,263976
"264993 (2003 DX10)",,0.4108,1.375,95.46,3.15,194.06,,61.75,1.61,Y,Y,20264993,264993
"265196 (2004 BW58)",,0.3787,1.455,328.22,15.21,301.85,0.361,132.61,1.75,Y,Y,20265196,265196
"265482 (2005 EE)",,0.3277,1.129,214.47,6.17,284.75,,110.78,1.2,Y,Y,20265482,265482
"267131 (2000 EK26)",,0.6573,2.41,240.69,15.65,305.54,,126.39,3.74,Y,Y,20267131,267131
"267221 (2001 AD2)",,0.6598,1.04,235.31,1.64,111.95,0.562,210.54,1.06,Y,Y,20267221,267221
"267337 (2001 VK5)",,0.5140,1.269,64.72,19.43,263.93,0.439,54.22,1.43,Y,Y,20267337,267337
"267494 (2002 JB9)",,0.7843,2.719,341.38,46.76,278.00,,70.21,4.48,Y,Y,20267494,267494
"267720 (2003 CA)",,0.7196,1.379,185.74,21.15,234.82,,126.17,1.62,Y,Y,20267720,267720
"267729 (2003 FC5)",,0.6087,1.917,64.82,5.83,271.26,,188.76,2.65,Y,Y,20267729,267729
"269690 (1996 RG3)",,0.6037,2.001,297.31,3.58,300.27,0.888,158.05,2.83,Y,Y,20269690,269690
"275677 (2000 RS11)",,0.3205,1.28,146.18,17.10,301.69,,172.16,1.45,Y,Y,20275677,275677
"276033 (2002 AJ129)",,0.9149,1.37,85.46,15.44,211.04,,138.01,1.6,Y,Y,20276033,276033
"277475 (2005 WK4)",,0.2374,1.011,83.30,9.84,74.13,,138.11,1.02,Y,Y,20277475,277475
"277570 (2005 YP180)",,0.6170,1.372,276.63,4.11,92.47,0.439,288.91,1.61,Y,Y,20277570,277570
"279744 (1998 KM3)",,0.6108,1.67,37.82,4.66,85.36,,263.02,2.16,Y,Y,20279744,279744
"279816 (2000 JE5)",,0.4006,1.238,202.01,50.74,285.16,,41.23,1.38,Y,Y,20279816,279816
"286080 (2001 TX1)",,0.4825,1.047,86.91,2.80,354.18,,159.14,1.07,Y,Y,20286080,286080
"288807 (2004 RW164)",,0.3766,1.49,246.85,36.78,342.88,,164.93,1.82,Y,Y,20288807,288807
"289315 (2005 AN26)",,0.6379,2.32,238.91,4.92,208.49,,175.79,3.53,Y,Y,20289315,289315
"290772 (2005 VC)",,0.5929,2.085,27.83,4.49,290.38,,227.79,3.01,Y,Y,20290772,290772
"292220 (2006 SU49)",,0.3117,1.412,153.84,2.52,199.10,,303.06,1.68,Y,Y,20292220,292220
"294739 (2008 CM)",,0.4080,1.566,196.87,36.01,130.69,0.740,279.54,1.96,Y,Y,20294739,294739
"297274 (1996 SK)",,0.7905,2.445,113.57,1.97,286.33,1.199,195.51,3.82,Y,Y,20297274,297274
"297300 (1998 SC15)",,0.4144,1.273,337.60,16.08,277.49,0.320,198.68,1.44,Y,Y,20297300,297300
"301844 (1990 UA)",,0.5260,1.642,87.51,0.93,202.58,0.4,104.28,2.1,Y,Y,20301844,301844
"302831 (2003 FH)",,0.5406,1.389,5.07,25.80,274.37,,24.12,1.64,Y,Y,20302831,302831
"303450 (2005 BY2)",,0.3306,1.269,240.46,7.29,130.28,0.187,74.44,1.43,Y,Y,20303450,303450
"304330 (2006 SX217)",,0.3103,1.412,92.72,21.04,176.24,0.780,32.60,1.68,Y,Y,20304330,304330
"307005 (2001 XP1)",,0.7528,2.89,215.45,39.21,246.31,,268.07,4.91,Y,Y,20307005,307005
"308635 (2005 YU55)",,0.4305,1.157,189.35,0.34,273.56,0.4,35.93,1.24,Y,Y,20308635,308635
"310560 (2001 QL142)",,0.4991,1.049,267.48,26.60,72.15,0.654,165.55,1.08,Y,Y,20310560,310560
"311044 (2004 BB103)",,0.6220,1.908,332.19,55.86,71.49,,271.07,2.63,Y,Y,20311044,311044
"311066 (2004 DC)",,0.3996,1.634,296.12,19.46,156.37,,74.90,2.09,Y,Y,20311066,311066
"314082 Dryope (2005 CZ36)",Dryope,0.5766,2.235,272.32,16.18,139.53,,116.62,3.34,Y,Y,20314082,314082
"314212 (2005 NJ1)",,0.6511,2.132,45.75,6.46,82.62,,316.16,3.11,Y,Y,20314212,314212
"317255 (2002 DJ5)",,0.5678,1.401,161.26,6.43,296.19,,347.86,1.66,Y,Y,20317255,317255
"329614 (2003 KU2)",,0.6770,2.69,272.06,5.40,246.81,,105.21,4.41,Y,Y,20329614,329614
"330233 (2006 KV86)",,0.3740,1.543,90.72,37.08,153.86,,220.04,1.92,Y,Y,20330233,330233
"331876 (2004 CL)",,0.5362,1.284,123.38,13.31,274.69,,109.39,1.46,Y,Y,20331876,331876
"332446 (2008 AF4)",,0.4101,1.38,146.62,8.93,293.35,,109.31,1.62,Y,Y,20332446,332446
"333521 (2005 PO)",,0.3731,1.252,346.44,12.51,249.55,,300.48,1.4,Y,Y,20333521,333521
"333578 (2006 KM103)",,0.3766,1.573,35.66,11.68,197.03,0.204,169.45,1.97,Y,Y,20333578,333578
"337075 (1998 QC1)",,0.5901,1.984,101.77,9.65,115.47,,308.34,2.79,Y,Y,20337075,337075
"337558 (2001 SG262)",,0.5829,1.962,115.78,4.82,100.26,,359.03,2.75,Y,Y,20337558,337558
"342866 (2008 YU32)",,0.5955,1.537,142.65,3.41,83.97,,232.57,1.91,Y,Y,20342866,342866
"344076 (1998 HJ3)",,0.7463,1.985,137.52,6.56,94.19,,223.55,2.8,Y,Y,20344076,344076
"348314 (2005 BC)",,0.2781,1.19,123.73,30.12,84.20,,292.45,1.3,Y,Y,20348314,348314
"349068 (2006 YT13)",,0.4258,1.323,205.04,38.24,105.45,0.496,116.69,1.52,Y,Y,20349068,349068
"349507 (2008 QY)",,0.5817,1.168,338.34,13.56,254.90,,1.91,1.26,Y,Y,20349507,349507
"350523 (2000 EA14)",,0.2026,1.117,39.54,3.56,206.06,,203.83,1.18,Y,Y,20350523,350523
"350751 (2002 AW)",,0.2567,1.072,42.35,0.57,119.33,,161.76,1.11,Y,Y,20350751,350751
"352102 (2007 AG12)",,0.6565,2.09,354.95,41.97,68.23,,305.39,3.02,Y,Y,20352102,352102
"354182 (2002 DU3)",,0.2383,1.145,102.40,8.71,245.59,,0.61,1.23,Y,Y,20354182,354182
"356991 (1998 QA1)",,0.5339,2.102,223.83,8.19,333.15,,298.85,3.05,Y,Y,20356991,356991
"357022 (1999 YG3)",,0.3295,1.285,318.54,34.52,250.24,0.432,293.25,1.46,Y,Y,20357022,357022
"357024 (1999 YR14)",,0.4000,1.651,285.74,3.73,9.70,0.255,2.98,2.12,Y,Y,20357024,357024
"357028 (2000 EJ26)",,0.6147,1.383,347.63,9.23,285.90,,10.48,1.63,Y,Y,20357028,357028
"357439 (2004 BL86)",,0.4025,1.502,120.93,23.78,311.51,,126.65,1.84,Y,Y,20357439,357439
"357594 (2004 XL35)",,0.2784,1.355,210.77,27.30,356.21,,73.75,1.58,Y,Y,20357594,357594
"357622 (2005 EY95)",,0.5384,1.084,197.54,3.17,342.14,,72.86,1.13,Y,Y,20357622,357622
"358471 (2007 NS4)",,0.5972,1.875,213.25,5.78,47.58,,10.96,2.57,Y,Y,20358471,358471
"358744 (2008 CR118)",,0.5118,1.842,180.30,3.92,157.22,,121.42,2.5,Y,Y,20358744,358744
"359170 (2009 CN5)",,0.4655,1.545,97.78,11.91,53.25,,349.71,1.92,Y,Y,20359170,359170
"359369 (2009 YG)",,0.6960,2.15,237.63,3.38,67.77,,138.62,3.15,Y,Y,20359369,359369
"360191 (1988 TA)",,0.4786,1.54,329.39,2.53,105.26,0.4,194.65,1.91,Y,Y,20360191,360191
"361754 (2007 YV29)",,0.3568,1.373,201.77,21.88,321.87,,59.30,1.61,Y,Y,20361754,361754
"363024 (1998 OK1)",,0.4293,1.356,160.98,13.99,298.64,0.558,109.64,1.58,Y,Y,20363024,363024
"363067 (2000 CO101)",,0.0901,1.076,125.28,15.32,64.95,,353.03,1.12,Y,Y,20363067,363067
"363116 (2001 GQ2)",,0.5030,1.214,153.15,21.82,280.30,,37.11,1.34,Y,Y,20363116,363116
"363305 (2002 NV16)",,0.2208,1.239,12.50,3.50,179.24,,183.26,1.38,Y,Y,20363305,363305
"363344 (2002 QC7)",,0.1960,1.169,354.54,26.80,184.47,,336.01,1.26,Y,Y,20363344,363344
"363599 (2004 FG11)",,0.7236,1.587,69.50,3.14,228.81,0.152,83.45,2,Y,Y,20363599,363599
"363734 (2004 XN50)",,0.7782,1.681,55.37,3.31,253.41,,62.40,2.18,Y,Y,20363734,363734
"363790 (2005 JE46)",,0.5523,1.903,90.46,8.27,114.77,,238.33,2.63,Y,Y,20363790,363790
"363831 (2005 PY16)",,0.5250,1.976,327.45,6.41,193.53,0.371,159.31,2.78,Y,Y,20363831,363831
"365014 (2008 OX2)",,0.6019,1.048,293.32,6.65,252.03,,220.11,1.07,Y,Y,20365014,365014
"365071 (2009 AV)",,0.0739,1.03,79.79,45.87,322.13,0.674,150.73,1.04,Y,Y,20365071,365071
"366746 (2004 LJ)",,0.4614,1.087,52.20,18.28,256.10,,246.69,1.13,Y,Y,20366746,366746
"366774 (2004 TB18)",,0.4507,1.815,10.58,13.20,13.18,0.859,120.98,2.44,Y,Y,20366774,366774
"367248 (2007 MK13)",,0.1397,1.025,185.35,19.88,259.97,0.386,95.08,1.04,Y,Y,20367248,367248
"367789 (2011 AG5)",,0.3882,1.424,336.11,3.69,54.05,,135.59,1.7,Y,Y,20367789,367789
"368203 (2001 KO2)",,0.6177,2.479,339.25,12.46,328.84,,242.30,3.9,Y,Y,20368203,368203
"368565 (2004 FE5)",,0.6005,1.245,337.80,18.30,243.47,,189.40,1.39,Y,Y,20368565,368565
"369057 (2008 DK5)",,0.6151,1.555,237.26,4.27,81.00,,345.62,1.94,Y,Y,20369057,369057
"369264 (2009 MS)",,0.5700,2.005,269.44,52.38,219.54,1.515,252.05,2.84,Y,Y,20369264,369264
"371660 (2007 CN26)",,0.2693,1.292,231.68,7.59,135.69,0.230,159.27,1.47,Y,Y,20371660,371660
"373135 (2011 SD173)",,0.4974,1.653,122.83,4.39,59.49,1.050,203.12,2.13,Y,Y,20373135,373135
"374038 (2004 HW)",,0.6353,2.691,223.39,0.83,62.78,,219.87,4.41,Y,Y,20374038,374038
"374158 (2004 UL)",,0.9266,1.266,319.04,23.85,149.68,,39.47,1.43,Y,Y,20374158,374158
"374851 (2006 VV2)",,0.6054,2.387,280.26,23.73,145.04,,9.82,3.69,Y,Y,20374851,374851
"374855 (2006 VQ13)",,0.4458,1.099,251.14,16.70,73.80,,233.68,1.15,Y,Y,20374855,374855
"375054 (2007 PF6)",,0.4164,1.298,279.71,25.60,251.27,,316.33,1.48,Y,Y,20375054,375054
"375103 (2007 TD71)",,0.2799,1.286,308.16,49.75,220.75,,49.58,1.46,Y,Y,20375103,375103
"377097 (2002 WQ4)",,0.5564,1.958,320.91,3.94,244.62,,266.87,2.74,Y,Y,20377097,377097
"377732 (2005 XJ8)",,0.6204,1.931,337.57,23.56,67.46,0.986,115.79,2.68,Y,Y,20377732,377732
"378358 (2007 LD)",,0.4393,1.726,257.82,16.51,316.98,,226.16,2.27,Y,Y,20378358,378358
"381906 (2010 CL19)",,0.6455,1.543,271.11,7.31,76.82,0.520,243.78,1.92,Y,Y,20381906,381906
"382395 (1990 SM)",,0.7639,2.106,81.91,11.61,107.74,,136.17,3.06,Y,Y,20382395,382395
"382406 (1996 AJ1)",,0.7814,1.31,121.03,2.54,238.33,,90.94,1.5,Y,Y,20382406,382406
"382745 (2003 CC)",,0.3268,1.501,225.18,2.32,103.24,,136.29,1.84,Y,Y,20382745,382745
"382758 (2003 GY)",,0.3172,1.38,36.00,4.67,334.15,,321.79,1.62,Y,Y,20382758,382758
"382825 (2003 XB22)",,0.3935,1.405,94.91,29.96,118.29,,108.76,1.67,Y,Y,20382825,382825
"385252 (2001 EB18)",,0.1837,1.053,231.63,50.06,101.92,,155.46,1.08,Y,Y,20385252,385252
"385343 (2002 LV)",,0.6052,2.314,100.45,29.53,224.23,1.359,132.15,3.52,Y,Y,20385343,385343
"385605 (2005 EJ225)",,0.5736,1.706,230.95,8.86,290.71,,341.99,2.23,Y,Y,20385605,385605
"386454 (2008 XM)",,0.9093,1.222,301.03,5.45,27.39,0.367,240.61,1.35,Y,Y,20386454,386454
"386847 (2010 LR33)",,0.4625,1.692,169.15,5.83,333.22,0.663,352.07,2.2,Y,Y,20386847,386847
"387505 (1998 KN3)",,0.8734,1.542,248.78,2.29,71.25,1.060,313.24,1.92,Y,Y,20387505,387505
"387668 (2002 SZ)",,0.4335,1.297,22.88,22.89,276.56,,346.84,1.48,Y,Y,20387668,387668
"387746 (2003 MH4)",,0.5133,1.964,287.43,3.90,323.53,0.366,259.55,2.75,Y,Y,20387746,387746
"388188 (2006 DP14)",,0.7762,1.365,277.05,11.77,59.34,,317.11,1.59,Y,Y,20388188,388188
"388945 (2008 TZ3)",,0.3919,1.592,61.87,8.69,219.68,,43.95,2.01,Y,Y,20388945,388945
"389694 (2011 QD48)",,0.4921,1.545,216.68,19.07,106.79,0.451,358.79,1.92,Y,Y,20389694,389694
"390929 (2005 GP21)",,0.2246,1.308,195.68,18.80,1.42,,9.99,1.5,Y,Y,20390929,390929
"395207 (2010 HQ80)",,0.4893,1.568,79.78,27.85,66.30,0.724,218.47,1.96,Y,Y,20395207,395207
"399457 (2002 PD43)",,0.9563,2.507,223.99,25.94,210.99,,315.04,3.97,Y,Y,20399457,399457
"399774 (2005 NB7)",,0.5174,2.044,237.64,12.70,348.16,,199.16,2.92,Y,Y,20399774,399774
"401856 (2000 KW43)",,0.4779,1.452,18.63,24.27,63.60,,82.62,1.75,Y,Y,20401856,401856
"405212 (2003 QC10)",,0.7313,1.373,17.92,5.04,120.87,,359.96,1.61,Y,Y,20405212,405212
"405762 (2005 YO180)",,0.4480,1.481,181.60,5.77,87.75,,7.72,1.8,Y,Y,20405762,405762
"406213 (2007 AB2)",,0.5457,1.919,265.78,1.46,280.93,,126.84,2.66,Y,Y,20406213,406213
"408792 (2000 GF2)",,0.3777,1.341,243.93,9.63,108.10,,176.01,1.55,Y,Y,20408792,408792
"409836 (2006 QY110)",,0.5741,1.924,261.88,6.40,221.63,0.554,222.61,2.67,Y,Y,20409836,409836
"410627 (2008 RG1)",,0.4431,1.316,298.99,13.09,257.45,,347.79,1.51,Y,Y,20410627,410627
"410778 (2009 FG19)",,0.7191,2.912,17.41,54.50,120.40,1.457,187.51,4.97,Y,Y,20410778,410778
"413989 (2007 EL88)",,0.5218,1.12,235.72,30.84,116.16,,198.44,1.18,Y,Y,20413989,413989
"414287 (2008 OB9)",,0.7597,3.203,262.76,13.50,238.56,1.974,202.70,5.73,Y,Y,20414287,414287
"414990 (2011 EM51)",,0.3353,1.321,285.47,1.86,142.26,,134.15,1.52,Y,Y,20414990,414990
"415029 (2011 UL21)",,0.6536,2.123,50.22,34.89,285.00,,275.32,3.09,Y,Y,20415029,415029
"415745 (2000 GV147)",,0.4570,1.747,194.22,10.56,216.11,,68.64,2.31,Y,Y,20415745,415745
"416151 (2002 RQ25)",,0.3064,1.112,34.37,4.57,225.74,,10.46,1.17,Y,Y,20416151,416151
"416195 (2002 TR190)",,0.1599,1.077,171.49,26.92,104.79,,24.21,1.12,Y,Y,20416195,416195
"416591 (2004 LC2)",,0.7347,1.865,333.82,10.98,290.72,,84.25,2.55,Y,Y,20416591,416591
"416801 (2005 GC120)",,0.4974,1.193,273.19,16.54,258.31,0.906,67.93,1.3,Y,Y,20416801,416801
"417211 (2005 XL80)",,0.4872,1.727,63.13,10.91,143.78,,53.31,2.27,Y,Y,20417211,417211
"417612 (2006 WQ29)",,0.3938,1.601,114.76,8.07,136.61,,111.97,2.03,Y,Y,20417612,417612
"417634 (2006 XG1)",,0.5958,2.458,232.29,20.50,344.14,0.418,38.46,3.85,Y,Y,20417634,417634
"417816 (2007 FA)",,0.2657,1.25,132.23,16.33,135.44,,156.40,1.4,Y,Y,20417816,417816
"417871 (2007 MB24)",,0.6999,1.876,288.97,47.71,269.13,,271.11,2.57,Y,Y,20417871,417871
"417949 (2007 TB23)",,0.1977,1.262,173.05,38.29,173.86,,40.10,1.42,Y,Y,20417949,417949
"418094 (2007 WV4)",,0.4407,1.486,50.43,38.34,297.67,0.890,249.86,1.81,Y,Y,20418094,418094
"418135 (2008 AG33)",,0.3367,1.459,156.61,16.01,155.54,,38.29,1.76,Y,Y,20418135,418135
"418416 (2008 LV16)",,0.6255,2.089,125.34,4.72,121.97,,236.47,3.02,Y,Y,20418416,418416
"418849 (2008 WM64)",,0.1064,1.006,5.97,33.52,256.77,,91.43,1.01,Y,Y,20418849,418849
"419472 (2010 DW1)",,0.2002,1.225,286.45,23.77,9.65,0.459,157.11,1.36,Y,Y,20419472,419472
"419624 (2010 SO16)",,0.0754,1.004,202.51,14.51,109.24,0.357,40.35,1.01,Y,Y,20419624,419624
"419880 (2011 AH37)",,0.6721,2.548,156.59,9.66,322.40,0.982,102.04,4.07,Y,Y,20419880,419880
"420210 (2011 HF)",,0.2346,1.284,327.18,10.62,149.66,,204.88,1.45,Y,Y,20420210,420210
"422699 (2000 PD3)",,0.5920,1.999,171.27,7.70,110.23,0.619,298.64,2.83,Y,Y,20422699,422699
"422787 (2001 WS1)",,0.6184,2.591,175.00,13.24,5.23,,1.29,4.17,Y,Y,20422787,422787
"423709 (2006 BQ6)",,0.4049,1.472,96.61,13.00,304.80,,307.62,1.79,Y,Y,20423709,423709
"424482 (2008 DG5)",,0.2426,1.255,166.89,5.71,59.72,,244.01,1.41,Y,Y,20424482,424482
"428209 (2006 VC)",,0.4920,1.942,207.28,12.25,19.22,,87.53,2.71,Y,Y,20428209,428209
"429094 (2009 SG2)",,0.1702,1.121,327.80,25.98,252.98,,9.07,1.19,Y,Y,20429094,429094
"429584 (2011 EU29)",,0.6999,2.503,175.49,2.57,251.23,,177.14,3.96,Y,Y,20429584,429584
"430440 (2000 OH)",,0.5931,2.421,156.99,18.75,355.55,,283.62,3.77,Y,Y,20430440,430440
"430544 (2002 GM2)",,0.8068,2.201,355.67,3.35,84.77,,338.95,3.26,Y,Y,20430544,430544
"430804 (2005 AD13)",,0.7549,1.949,115.72,12.38,263.66,,102.74,2.72,Y,Y,20430804,430804
"433953 (1997 XR2)",,0.2008,1.076,91.54,7.19,84.65,0.259,250.66,1.12,Y,Y,20433953,433953
"434096 (2002 GO5)",,0.7679,1.896,244.76,13.77,65.35,0.528,22.60,2.61,Y,Y,20434096,434096
"434188 (2003 AD23)",,0.7627,1.645,152.29,23.34,241.67,,101.48,2.11,Y,Y,20434188,434188
"434196 (2003 HG2)",,0.1346,1.062,345.51,19.78,225.40,,214.24,1.09,Y,Y,20434196,434196
"434633 (2005 WB1)",,0.3554,1.264,164.11,22.88,265.73,0.310,61.41,1.42,Y,Y,20434633,434633
"434677 (2006 BZ7)",,0.3665,1.49,101.09,68.42,188.79,,262.95,1.82,Y,Y,20434677,434677
"434734 (2006 FX)",,0.4380,1.495,83.19,24.64,299.49,,181.15,1.83,Y,Y,20434734,434734
"435159 (2007 LQ19)",,0.6299,2.605,40.28,17.06,207.69,,110.83,4.21,Y,Y,20435159,435159
"435548 (2008 QT3)",,0.5285,2.012,196.12,7.25,160.98,,271.90,2.85,Y,Y,20435548,435548
"436329 (2010 GX62)",,0.6990,2.971,316.16,21.83,317.00,0.622,206.93,5.12,Y,Y,20436329,436329
"436724 (2011 UW158)",,0.3765,1.621,174.09,4.57,8.82,,285.95,2.06,Y,Y,20436724,436724
"436774 (2012 KY3)",,0.4864,1.232,78.98,21.39,87.25,,21.51,1.37,Y,Y,20436774,436774
"437905 (2001 XU30)",,0.6637,2.198,348.02,8.93,107.12,,72.00,3.26,Y,Y,20437905,437905
"438105 (2005 GO22)",,0.8234,1.914,153.06,1.56,19.09,,61.76,2.65,Y,Y,20438105,438105
"438661 (2008 EP6)",,0.2932,1.209,231.82,17.72,130.30,,303.22,1.33,Y,Y,20438661,438661
"438908 (2009 XO)",,0.5434,1.859,287.57,0.35,140.52,,27.95,2.53,Y,Y,20438908,438908
"438955 (2010 LN14)",,0.4746,1.154,138.77,1.47,33.25,,342.96,1.24,Y,Y,20438955,438955
"439313 (2012 VE82)",,0.5437,2.11,12.64,9.92,186.45,,110.40,3.07,Y,Y,20439313,439313
"439437 (2013 NK4)",,0.5499,1.023,233.00,6.55,50.57,,33.70,1.03,Y,Y,20439437,439437
"439877 (1999 XM141)",,0.3691,1.236,337.80,21.62,105.80,,72.98,1.37,Y,Y,20439877,439877
"440212 (2004 OB)",,0.4304,1.681,55.29,3.44,223.35,,174.52,2.18,Y,Y,20440212,440212
"441641 (2008 WZ13)",,0.5625,1.995,165.73,8.20,133.93,,51.73,2.82,Y,Y,20441641,441641
"441987 (2010 NY65)",,0.3701,1.003,175.65,11.54,252.07,0.228,267.92,1.01,Y,Y,20441987,441987
"442037 (2010 PR66)",,0.6872,2.927,310.29,17.60,319.52,0.695,292.75,5.01,Y,Y,20442037,442037
"442523 (2011 WU95)",,0.4245,1.667,75.48,6.72,242.41,,67.67,2.15,Y,Y,20442523,442523
"443103 (2013 WT67)",,0.1922,1.035,159.08,21.47,99.03,,322.75,1.05,Y,Y,20443103,443103
"443806 (1998 FL3)",,0.2478,1.26,192.54,26.39,121.34,0.288,180.10,1.41,Y,Y,20443806,443806
"443880 (2001 UZ16)",,0.4263,1.76,320.12,12.67,28.63,0.228,323.10,2.34,Y,Y,20443880,443880
"444004 (2004 AS1)",,0.1744,1.07,174.80,17.21,262.12,,322.53,1.11,Y,Y,20444004,444004
"444193 (2005 SE71)",,0.1944,1.069,22.73,24.83,78.29,0.437,39.10,1.11,Y,Y,20444193,444193
"444584 (2006 UK)",,0.5389,1.494,255.97,4.75,252.35,,243.92,1.83,Y,Y,20444584,444584
"445305 (2010 DM56)",,0.2927,1.306,350.69,25.60,48.17,0.762,349.61,1.49,Y,Y,20445305,445305
"445974 (2013 BJ18)",,0.3640,1.478,98.51,3.71,159.61,,90.82,1.8,Y,Y,20445974,445974
"446791 (1998 SJ70)",,0.7056,2.237,304.35,7.30,246.99,,21.43,3.35,Y,Y,20446791,446791
"446862 (2001 VB76)",,0.3483,1.459,307.50,4.24,248.50,,259.39,1.76,Y,Y,20446862,446862
"447755 (2007 JX2)",,0.5261,1.708,320.24,4.22,87.95,,44.31,2.23,Y,Y,20447755,447755
"448003 (2008 DE)",,0.4140,1.714,114.00,14.77,179.20,,55.91,2.24,Y,Y,20448003,448003
"448721 (2011 BN24)",,0.4125,1.544,328.23,3.94,61.85,,195.74,1.92,Y,Y,20448721,448721
"450142 (1998 XN2)",,0.5420,1.998,66.15,1.79,127.00,,255.19,2.82,Y,Y,20450142,450142
"450263 (2003 WD158)",,0.4091,1.426,17.09,16.73,102.39,,92.20,1.7,Y,Y,20450263,450263
"450270 (2004 AE)",,0.3326,1.432,30.60,18.72,193.19,,307.56,1.71,Y,Y,20450270,450270
"450293 (2004 LV3)",,0.2757,1.231,237.45,35.34,121.35,,273.47,1.37,Y,Y,20450293,450293
"450894 (2008 BT18)",,0.5946,2.22,338.58,8.15,139.40,,107.53,3.31,Y,Y,20450894,450894
"451003 (2008 UD1)",,0.4637,1.716,308.36,6.48,6.69,,154.19,2.25,Y,Y,20451003,451003
"451124 (2009 KC3)",,0.6984,3.209,231.75,10.01,337.28,2.188,340.11,5.75,Y,Y,20451124,451124
"451157 (2009 SQ104)",,0.2795,1.285,352.48,4.02,95.68,,56.52,1.46,Y,Y,20451157,451157
"451297 (2010 TK54)",,0.4960,1.84,316.01,30.79,223.01,,28.14,2.5,Y,Y,20451297,451297
"451370 (2011 AK5)",,0.2308,1.188,57.90,5.52,325.69,,316.78,1.29,Y,Y,20451370,451370
"452302 (1995 YR1)",,0.8268,1.698,335.76,3.58,110.04,,106.52,2.21,Y,Y,20452302,452302
"452376 (2002 AC5)",,0.4937,1.76,290.44,16.55,331.72,,82.37,2.34,Y,Y,20452376,452376
"452807 (2006 KV89)",,0.2726,1.15,19.64,3.55,87.81,,71.69,1.23,Y,Y,20452807,452807
"453707 (2010 XY72)",,0.2287,1.133,210.45,31.48,307.01,0.495,34.42,1.21,Y,Y,20453707,453707
"453729 (2011 BO24)",,0.2780,1.381,40.06,20.37,178.61,,91.47,1.62,Y,Y,20453729,453729
"454094 (2013 BZ45)",,0.1448,1.015,96.20,11.85,98.76,0.167,131.05,1.02,Y,Y,20454094,454094
"454100 (2013 BO73)",,0.4182,1.331,356.14,4.54,298.15,0.548,24.78,1.54,Y,Y,20454100,454100
"454101 (2013 BP73)",,0.6287,1.328,323.38,6.85,251.89,,80.03,1.53,Y,Y,20454101,454101
"455148 (1994 UG)",,0.2929,1.239,42.93,5.21,225.47,,13.60,1.38,Y,Y,20455148,455148
"455176 (1999 VF22)",,0.7388,1.313,243.48,3.92,271.98,,3.22,1.5,Y,Y,20455176,455176
